1.110593323545772781e+00,3.077698859592983283e+01,-1.909089418861602212e+02
-2.046625533116071871e+00,5.161372563443805461e+00,-1.813155934966094662e+02
-1.140539344222182727e+00,1.015546123024000735e+01,-2.755132612767025080e+02
-9.230277193165834504e-01,2.744447017804508704e+01,-4.811471695644721649e+02
2.030113068849661140e+00,1.555547661974110518e+01,3.887919210094561606e+01
-1.155651466665834848e+00,2.584513102556582353e+01,-4.605619040820873806e+02
-1.779796574259667308e+00,7.468392560544744541e+00,-3.486236956780522860e+02
1.444292151068997443e+00,3.086123006634815269e+01,-3.513809975555194001e+02
-2.077549031830457249e+00,2.638813542110314270e+00,-1.782932409597480046e+02
-1.661584560386700771e+00,3.736125141722663745e+00,-1.779796260500087612e+02
-1.138949421464752865e+00,2.125575446969380167e+01,-5.021272417450419994e+02
-1.162447344881495370e+00,6.706083403046752878e+00,-3.420353970475442225e+02
-2.389665982373969211e+00,1.962426928836886741e+00,-3.701309321585670773e+02
-4.216626657419098478e+00,-6.945055423318537979e-01,-2.519173207683299722e+02
-3.304436634158846253e+00,1.854250469269368295e+01,-5.286556386007233641e+02
-7.202233453787475204e-03,2.291686388779779548e+01,-3.628574433355691440e+02
1.155701744527950270e+00,2.995557764869538886e+01,-3.416691688091337937e+02
5.489012045854284594e-01,2.190857720547425203e+01,-2.372595152030401380e+02
-1.902116548799808182e+00,2.775922437275130861e+01,-6.212768400242599682e+02
2.977922690712327958e-01,1.559032268938288013e+01,-3.799873627260495113e+01
1.245117795479062428e+00,2.326909588355698233e+01,7.686951505900888826e+00
2.630724331739524025e-01,1.431865786503677462e+00,1.436819363449442832e+01
-8.793384377383177686e-01,6.438150971412911261e+00,-1.701201140155760640e+02
-6.918953838373916865e-01,5.859538399501019734e-01,-1.564711100006803122e+02
-2.142393182333104384e-01,-2.129954325192583653e+00,-3.762646413145488822e+01
3.436028363691870702e+00,2.383276365070225111e+01,-2.675686381845782336e+01
-2.031109791147018395e+00,2.698932412045165208e+00,-2.824935647300898154e+02
-1.008713940903597006e+00,5.823294993486854310e+00,-3.454011724308652447e+02
1.962087347688660222e-01,9.455972960117836834e+00,-8.666699413517302730e+01
-1.097210704684010496e+00,1.649383594298583278e+00,-1.706664692229275033e+02
-3.385364734602874237e-01,1.293576096815654708e+01,-3.453570584854410299e+02
-6.069473703859745717e-01,2.241983387898486058e+01,-5.058480801507266165e+02
-3.407460625953096511e-01,8.285377113654680770e+00,-1.394208646756343910e+02
2.618705489473451831e+00,3.976592475292782325e+01,-3.096579676397973344e+02
8.260581240440088013e-01,1.642685718215099655e+01,-2.124502551595293482e+02
-1.554794359800422687e-01,3.324782957073503908e+00,-9.030802286104197663e+01
2.953226523599740069e-02,1.096679688129375485e+01,-6.276997880872996660e+01
-5.101160299059925851e-01,5.495800282972615136e+00,-2.199595006224696476e+02
-1.128883976018474566e+00,3.261017256935939468e+00,-1.606299209682090066e+02
9.464784004480678581e-01,2.425762765033698543e+01,2.151071856289839701e+01
1.737801728903972387e-01,1.536440271222430276e+01,-3.228154408642795570e+00
-1.235878768375001657e+00,-3.361612512618258553e+00,-1.709690544087030446e+02
-2.001449070752540749e+00,7.530287241904442652e+00,-2.125605353400001718e+02
-1.512235233279185867e-02,9.031799625958618349e-02,7.679096792020907003e+01
-3.304539646725460078e-01,8.380320066801878909e+00,-6.601163907145597420e+01
7.636428349577392138e-01,1.680349382845293960e+01,-2.017940879917344432e+02
-1.429288440259930404e+00,7.811397782322691441e+00,-1.916286911101937278e+02
-1.583663652541151157e+00,5.100950811917694061e+00,-1.361006654055926504e+02
-4.519828049749896604e-01,9.080890654736071710e+00,-1.886261995322060727e+02
-9.484618315661271781e-01,1.816466200939506948e+01,-3.281965790756003116e+02
-3.356140368239464156e+00,3.169899675125494309e-01,-2.520258843278654126e+02
-1.799571341224033061e+00,5.497690049413874291e+00,-3.313463901280130699e+02
-1.708980433791798870e+00,1.861248472299450540e+01,-2.790926574283683408e+02
2.221139913970795188e-01,2.709110584828725621e+01,-4.079498381398991569e+02
7.211343556924235676e-01,2.255130564682973215e+01,-1.880415890570898796e+02
1.270628760006146551e+00,2.248420919472989254e+01,-2.299555440317312787e+02
4.643574839684307953e-01,2.027747066490187677e+01,-1.253078242854195992e+02
