-1.377201130838645371e+00,1.278358123725909046e+01,-3.350364201860521689e+02
-1.297497298329861160e+00,1.853055471532653797e+01,-3.455201345518205471e+02
-7.630862014552258765e-01,-1.833609513847884998e+01,1.873469523244004336e+02
9.555916615949328063e-01,-1.903615538376271621e+00,7.607975679707963934e+01
9.625705715311168031e-01,-8.051552158621204214e+00,2.360596343601949343e+02
2.432509218779280447e-01,-9.178845560681766713e+00,1.112603964149711402e+02
-1.616544252212895660e+00,-2.056353185354308266e+01,2.576844533511899726e+02
1.627528099637170156e+00,-6.149257975024795542e+00,3.032594614706154061e+02
-4.619462040384049173e-01,-4.335868470036094102e+00,7.758620468503639245e+01
-3.490304262474054120e+00,-2.727866735276876398e+01,2.001898560774820908e+02
-1.058660529148831353e+00,-2.643994329795896903e+01,1.952375570170437697e+02
1.756177167765251568e+00,7.955533269423185949e+00,2.768429779276576141e+01
5.791056242649417207e+00,4.487740757285587279e+01,5.137052178845709705e+01
2.192931029135157583e+00,5.091479429230002296e+00,-5.613362619925499075e+01
-5.300638605165719497e-02,-2.080156814191673931e+01,2.652860086620686388e+02
1.009683473663111952e+00,-1.845570106496207075e+01,2.218087998095537330e+02
5.704359865283906039e+00,4.160155444506236222e+01,-1.341676847218458875e+02
7.431043207998796474e-01,3.167862309049862990e+00,-6.651542043697401141e+01
4.670481469813704267e-01,-1.125203049475513062e+01,2.518527996368664219e+02
-1.053395855283649096e+00,-2.222397920498140778e+01,2.768046693578932604e+02
2.527027809210346199e+00,4.332108699780791383e+00,2.025158978588402476e+02
3.197507925700437958e+00,3.172432087051167571e+01,2.810052380627227464e+01
1.144503770086909622e+00,-6.101766290936663673e+00,2.286472642656506480e+02
-5.889824637822168585e-01,-2.455359725783098668e+01,3.571746462611429820e+02
-1.228387011415129404e+00,-1.439514225418924731e+01,5.292551281224305626e+01
7.330314732705879577e-02,-2.306727359345062212e+01,1.116095349586243373e+02
4.558880551113156376e-01,-1.944915277710353863e+01,1.910640855931790156e+02
-2.777049711621683570e-01,-1.173927558783586989e+01,1.884189473592499553e+02
6.288979158027020455e-01,-8.778678112034787873e+00,2.374807014046217830e+02
1.005089791973156288e+00,-1.525949978091641945e+01,2.055710243055773390e+02
1.567890991647432397e+00,-1.520770658148271082e+01,1.596043409626603875e+02
-1.608004014939311624e-02,-1.670527536310251904e+01,7.671623997714502252e+01
-8.255177319980393502e-01,-3.065624122289201736e+01,1.153190519071142717e+02
-6.742366558183958691e-01,-2.438861847357133783e+01,2.156908380797379721e+02
8.838805930524756826e-01,-2.008751596204176693e+01,2.369770214003209219e+02
-2.296623256558907311e-01,-2.463090955072735966e+01,2.050994441885781612e+02
-7.009881083978478644e-01,-2.260919290310821239e+01,3.489407555774376988e+02
2.211404828439794412e-01,-1.233856520000512447e+01,3.104436020158932479e+02
5.976194171108293318e+00,6.030939767801846330e+01,-1.013050442216109133e+02
5.657214673550682527e+00,2.779663394736923721e+01,1.157460699582638028e+02
-1.780233651068754863e+00,-2.238077461028181858e+01,2.520757763197324834e+02
-2.413680966007496487e+00,-1.404525835924308730e+01,9.024230961639094062e+01
-1.742001792070597910e+00,-1.987493554525111250e+01,2.676479283520901618e+02
-5.477221671214143467e-02,-4.635845016687221154e+00,5.583489745146329852e+01
2.626099989986711569e-01,-1.609298735680821935e+01,1.589506513656193079e+02
1.005146371903643976e+00,-9.711247442238043703e+00,2.461397350866868123e+02
-1.012036141422204411e-01,-2.147187807342077548e+01,2.613027668499496485e+02
-3.337013725067345948e-01,-1.619257453941529690e+01,8.273351425200708320e+01
8.408283713646611535e-01,-1.952438010526693546e+01,3.317937537491122839e+02
-1.063281605611867020e+00,-2.452086011422699130e+01,1.952075362364082594e+02
3.615714370973131531e-01,-2.087204579131635640e+01,2.103388527419827199e+02
4.193683928044749515e-02,-1.834138575738768395e+01,3.334908718754098231e+02
-7.336773994847934910e-01,-7.794646759016263360e+00,7.709305319800344591e+01
5.894202523530485127e-01,1.055767669808107545e+00,1.591568863257413966e+02
2.633687007932045479e-02,-2.144256667470024524e+01,3.244150574360724590e+02
1.270754490725813035e+00,-1.019319475462738600e+00,1.276647912765917283e+02
4.477970006095929878e-02,-1.890603087007436756e+01,2.479606860675822873e+02
-1.388781269471296709e-01,-2.351882001251394883e+01,2.827738953456166655e+02
-3.558624512143507279e-01,-2.214514147790931631e+01,2.672059479090839886e+02
2.998009040492163879e-01,-1.932474960178726775e+01,2.061813272787765072e+02
2.493416064186314784e+00,-2.317869720432607306e+00,3.110366417141982538e+02
-8.609517052702746476e-01,-2.822291711940080816e+01,2.906777393150721309e+02
-1.889459358615921403e-01,-1.702498652953469005e+01,1.578825236836680688e+02
-3.020252891617016267e-01,-7.330865802404588294e+00,1.155379070287642378e+02
1.878208901734424563e+00,1.145064440801998984e+01,2.278148978432161300e+02
2.641153704014816306e+00,-6.906186247939229972e+00,2.972917314034023093e+02
-5.801875013368795742e-01,-2.193758954058753829e+01,2.861147694104372476e+02
-1.576438927389651745e+00,-2.569417571143220513e+01,2.862814198174057196e+02
-6.984329024568924904e-01,-2.292624088467591292e+01,2.876325921331707605e+02
-1.020506442825608318e+00,-2.251823580695480587e+01,3.053316024672163849e+02
1.862346101036501445e+00,-1.341092978463082552e+01,2.261914518729454358e+02
5.503577843791273017e-01,-2.047406508120792168e+01,3.126885864612181081e+02
-2.963492522246538030e-01,-2.269616593334074395e+01,1.462857325833993514e+02
